loss,val_loss,val_score,current_epoch,progress_of_epoch,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.3955559730529785,0.42976052256730884,0.47850477531275815,1,0.0 %,10.481888771057129,False,,,1,8fcbad60,ece920cac7ee4b6eb37885afc3586ae4,2022-11-14_05-45-50,1668404750,10.481888771057129,19965,a5d0e6df15a0,172.17.0.9,10.481888771057129,0,1,0.0034415721893310547
0.7236639857292175,0.9253357476913012,0.477159804892515,1,2.1 %,41.56415295600891,False,,,2,8fcbad60,ece920cac7ee4b6eb37885afc3586ae4,2022-11-14_05-46-31,1668404791,52.04604172706604,19965,a5d0e6df15a0,172.17.0.9,52.04604172706604,0,2,0.0034415721893310547
0.5251181721687317,0.9247539295600011,0.4697200179868094,1,4.2 %,42.01159071922302,False,,,3,8fcbad60,ece920cac7ee4b6eb37885afc3586ae4,2022-11-14_05-47-13,1668404833,94.05763244628906,19965,a5d0e6df15a0,172.17.0.9,94.05763244628906,0,3,0.0034415721893310547
0.8728647232055664,0.8927971468521998,0.47039891926472743,1,6.3 %,41.241671323776245,False,,,4,8fcbad60,ece920cac7ee4b6eb37885afc3586ae4,2022-11-14_05-47-55,1668404875,135.2993037700653,19965,a5d0e6df15a0,172.17.0.9,135.2993037700653,0,4,0.0034415721893310547
0.5885242819786072,0.8853920549154282,0.44294557030820175,1,8.4 %,41.37718486785889,False,,,5,8fcbad60,ece920cac7ee4b6eb37885afc3586ae4,2022-11-14_05-48-36,1668404916,176.6764886379242,19965,a5d0e6df15a0,172.17.0.9,176.6764886379242,0,5,0.0034415721893310547
0.6235695481300354,0.8663196242772616,0.47371824923520806,1,10.5 %,41.06205344200134,False,,,6,8fcbad60,ece920cac7ee4b6eb37885afc3586ae4,2022-11-14_05-49-17,1668404957,217.73854207992554,19965,a5d0e6df15a0,172.17.0.9,217.73854207992554,0,6,0.0034415721893310547
0.5005878210067749,0.852461657845057,0.4928692673951097,1,12.6 %,41.71063256263733,False,,,7,8fcbad60,ece920cac7ee4b6eb37885afc3586ae4,2022-11-14_05-49-59,1668404999,259.44917464256287,19965,a5d0e6df15a0,172.17.0.9,259.44917464256287,0,7,0.0034415721893310547
0.46553298830986023,0.845348480802316,0.5207652417390659,1,14.7 %,42.17639493942261,False,,,8,8fcbad60,ece920cac7ee4b6eb37885afc3586ae4,2022-11-14_05-50-41,1668405041,301.6255695819855,19965,a5d0e6df15a0,172.17.0.9,301.6255695819855,0,8,0.0034415721893310547
0.7333897352218628,0.8353667729176008,0.5398094386364922,1,16.8 %,42.312490463256836,False,,,9,8fcbad60,ece920cac7ee4b6eb37885afc3586ae4,2022-11-14_05-51-23,1668405083,343.9380600452423,19965,a5d0e6df15a0,172.17.0.9,343.9380600452423,0,9,0.0034415721893310547
0.5404317378997803,0.8284806104806753,0.5856873005527878,1,18.8 %,42.29946708679199,False,,,10,8fcbad60,ece920cac7ee4b6eb37885afc3586ae4,2022-11-14_05-52-06,1668405126,386.2375271320343,19965,a5d0e6df15a0,172.17.0.9,386.2375271320343,0,10,0.0034415721893310547
0.656769871711731,0.827090092576467,0.5638154411993549,1,20.9 %,41.8074107170105,False,,,11,8fcbad60,ece920cac7ee4b6eb37885afc3586ae4,2022-11-14_05-52-47,1668405167,428.0449378490448,19965,a5d0e6df15a0,172.17.0.9,428.0449378490448,0,11,0.0034415721893310547
0.4813954830169678,0.8192192212893412,0.6030893268787083,1,23.0 %,41.60696220397949,False,,,12,8fcbad60,ece920cac7ee4b6eb37885afc3586ae4,2022-11-14_05-53-29,1668405209,469.6519000530243,19965,a5d0e6df15a0,172.17.0.9,469.6519000530243,0,12,0.0034415721893310547
0.795637845993042,0.8179661471110123,0.6004221226226634,1,25.1 %,41.853936195373535,False,,,13,8fcbad60,ece920cac7ee4b6eb37885afc3586ae4,2022-11-14_05-54-11,1668405251,511.5058362483978,19965,a5d0e6df15a0,172.17.0.9,511.5058362483978,0,13,0.0034415721893310547
0.7658586502075195,0.8144621104001999,0.6025417923230417,1,27.2 %,41.02251076698303,False,,,14,8fcbad60,ece920cac7ee4b6eb37885afc3586ae4,2022-11-14_05-54-52,1668405292,552.5283470153809,19965,a5d0e6df15a0,172.17.0.9,552.5283470153809,0,14,0.0034415721893310547
0.3509761393070221,0.8090679955023986,0.6327924427372642,1,29.3 %,40.95577025413513,False,,,15,8fcbad60,ece920cac7ee4b6eb37885afc3586ae4,2022-11-14_05-55-33,1668405333,593.484117269516,19965,a5d0e6df15a0,172.17.0.9,593.484117269516,0,15,0.0034415721893310547
0.9179316759109497,0.8134099290921137,0.6220040462856582,1,31.4 %,42.3781361579895,False,,,16,8fcbad60,ece920cac7ee4b6eb37885afc3586ae4,2022-11-14_05-56-15,1668405375,635.8622534275055,19965,a5d0e6df15a0,172.17.0.9,635.8622534275055,0,16,0.0034415721893310547
0.6470699906349182,0.8102652155436002,0.6400963253427168,1,33.5 %,41.69106149673462,False,,,17,8fcbad60,ece920cac7ee4b6eb37885afc3586ae4,2022-11-14_05-56-57,1668405417,677.5533149242401,19965,a5d0e6df15a0,172.17.0.9,677.5533149242401,0,17,0.0034415721893310547
