loss,val_loss,val_score,current_epoch,progress_of_epoch,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.3552277088165283,0.4435826889597453,0.5457093139674095,1,0.0 %,13.88515043258667,False,,,1,4557da90,e9739c24417e444989b1d3d9bbe89c73,2022-11-14_05-58-07,1668405487,13.88515043258667,40542,a5d0e6df15a0,172.17.0.9,13.88515043258667,0,1,0.0035867691040039062
0.4740639328956604,0.8386702743860391,0.5614243717747905,1,2.1 %,61.31709027290344,False,,,2,4557da90,e9739c24417e444989b1d3d9bbe89c73,2022-11-14_05-59-09,1668405549,75.20224070549011,40542,a5d0e6df15a0,172.17.0.9,75.20224070549011,0,2,0.0035867691040039062
0.7648078799247742,0.803379780971087,0.6811080361332855,1,4.2 %,61.01313900947571,False,,,3,4557da90,e9739c24417e444989b1d3d9bbe89c73,2022-11-14_06-00-10,1668405610,136.21537971496582,40542,a5d0e6df15a0,172.17.0.9,136.21537971496582,0,3,0.0035867691040039062
0.842778205871582,0.7852060244633601,0.6952618762710026,1,6.3 %,60.940160274505615,False,,,4,4557da90,e9739c24417e444989b1d3d9bbe89c73,2022-11-14_06-01-11,1668405671,197.15553998947144,40542,a5d0e6df15a0,172.17.0.9,197.15553998947144,0,4,0.0035867691040039062
0.7754554152488708,0.7852387875318527,0.656493855941586,1,8.4 %,61.291781425476074,False,,,5,4557da90,e9739c24417e444989b1d3d9bbe89c73,2022-11-14_06-02-12,1668405732,258.4473214149475,40542,a5d0e6df15a0,172.17.0.9,258.4473214149475,0,5,0.0035867691040039062
0.7066872119903564,0.7593503972658744,0.6894316666389877,1,10.5 %,60.61489415168762,False,,,6,4557da90,e9739c24417e444989b1d3d9bbe89c73,2022-11-14_06-03-13,1668405793,319.06221556663513,40542,a5d0e6df15a0,172.17.0.9,319.06221556663513,0,6,0.0035867691040039062
0.8461272120475769,0.7354587052877133,0.71245773135201,1,12.6 %,60.24838352203369,False,,,7,4557da90,e9739c24417e444989b1d3d9bbe89c73,2022-11-14_06-04-13,1668405853,379.3105990886688,40542,a5d0e6df15a0,172.17.0.9,379.3105990886688,0,7,0.0035867691040039062
0.3376864790916443,0.7262065668518727,0.7212424768762193,1,14.7 %,61.23059296607971,False,,,8,4557da90,e9739c24417e444989b1d3d9bbe89c73,2022-11-14_06-05-14,1668405914,440.54119205474854,40542,a5d0e6df15a0,172.17.0.9,440.54119205474854,0,8,0.0035867691040039062
0.8639916181564331,0.7013046672711005,0.7456123850632655,1,16.8 %,61.28225016593933,False,,,9,4557da90,e9739c24417e444989b1d3d9bbe89c73,2022-11-14_06-06-15,1668405975,501.82344222068787,40542,a5d0e6df15a0,172.17.0.9,501.82344222068787,0,9,0.0035867691040039062
0.7612265944480896,0.6970810340001032,0.7487147958970399,1,18.8 %,61.30944609642029,False,,,10,4557da90,e9739c24417e444989b1d3d9bbe89c73,2022-11-14_06-07-17,1668406037,563.1328883171082,40542,a5d0e6df15a0,172.17.0.9,563.1328883171082,0,10,0.0035867691040039062
0.4092472791671753,0.6718017378678689,0.7508069905002864,1,20.9 %,61.55889415740967,False,,,11,4557da90,e9739c24417e444989b1d3d9bbe89c73,2022-11-14_06-08-18,1668406098,624.6917824745178,40542,a5d0e6df15a0,172.17.0.9,624.6917824745178,0,11,0.0035867691040039062
0.665259838104248,0.6706766577867361,0.7682274316693469,1,23.0 %,61.05984330177307,False,,,12,4557da90,e9739c24417e444989b1d3d9bbe89c73,2022-11-14_06-09-19,1668406159,685.7516257762909,40542,a5d0e6df15a0,172.17.0.9,685.7516257762909,0,12,0.0035867691040039062
0.7634972929954529,0.6537954858862437,0.7676259019176747,1,25.1 %,61.240455865859985,False,,,13,4557da90,e9739c24417e444989b1d3d9bbe89c73,2022-11-14_06-10-20,1668406220,746.9920816421509,40542,a5d0e6df15a0,172.17.0.9,746.9920816421509,0,13,0.0035867691040039062
0.717804491519928,0.6654869673343805,0.7639990863078292,1,27.2 %,60.75951027870178,False,,,14,4557da90,e9739c24417e444989b1d3d9bbe89c73,2022-11-14_06-11-21,1668406281,807.7515919208527,40542,a5d0e6df15a0,172.17.0.9,807.7515919208527,0,14,0.0035867691040039062
0.459354043006897,0.6459781888585824,0.7756618171653212,1,29.3 %,61.10844707489014,False,,,15,4557da90,e9739c24417e444989b1d3d9bbe89c73,2022-11-14_06-12-22,1668406342,868.8600389957428,40542,a5d0e6df15a0,172.17.0.9,868.8600389957428,0,15,0.0035867691040039062
0.45473596453666687,0.6445618896530225,0.7668760890891166,1,31.4 %,61.522886514663696,False,,,16,4557da90,e9739c24417e444989b1d3d9bbe89c73,2022-11-14_06-13-24,1668406404,930.3829255104065,40542,a5d0e6df15a0,172.17.0.9,930.3829255104065,0,16,0.0035867691040039062
1.0122207403182983,0.6200686085682648,0.7818150983550185,1,33.5 %,60.69934582710266,False,,,17,4557da90,e9739c24417e444989b1d3d9bbe89c73,2022-11-14_06-14-25,1668406465,991.0822713375092,40542,a5d0e6df15a0,172.17.0.9,991.0822713375092,0,17,0.0035867691040039062
0.49325791001319885,0.6354040446189734,0.7629689046512756,1,35.6 %,61.11213517189026,False,,,18,4557da90,e9739c24417e444989b1d3d9bbe89c73,2022-11-14_06-15-26,1668406526,1052.1944065093994,40542,a5d0e6df15a0,172.17.0.9,1052.1944065093994,0,18,0.0035867691040039062
