loss,val_loss,val_score,current_epoch,progress_of_epoch,time_this_iter_s,done,timesteps_total,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time
0.23860210180282593,0.4159436799012698,0.5678520643878914,1,0.0 %,9.62805438041687,False,,,1,d355bb1a,c34d31edd568409fada1c32545f90996,2022-11-14_05-44-41,1668404681,9.62805438041687,17645,a5d0e6df15a0,172.17.0.9,9.62805438041687,0,1,0.0035555362701416016
0.942556619644165,0.8726846552812136,0.45657692339252465,1,2.1 %,31.19935703277588,False,,,2,d355bb1a,c34d31edd568409fada1c32545f90996,2022-11-14_05-45-12,1668404712,40.82741141319275,17645,a5d0e6df15a0,172.17.0.9,40.82741141319275,0,2,0.0035555362701416016
0.7523912191390991,0.9305000935609524,0.4662937502893224,1,4.2 %,33.59594488143921,False,,,3,d355bb1a,c34d31edd568409fada1c32545f90996,2022-11-14_05-45-46,1668404746,74.42335629463196,17645,a5d0e6df15a0,172.17.0.9,74.42335629463196,0,3,0.0035555362701416016
0.35769739747047424,0.919579790188716,0.455844385433206,1,6.3 %,40.78975009918213,False,,,4,d355bb1a,c34d31edd568409fada1c32545f90996,2022-11-14_05-46-27,1668404787,115.21310639381409,17645,a5d0e6df15a0,172.17.0.9,115.21310639381409,0,4,0.0035555362701416016
0.8927801847457886,0.9046775182852378,0.4711692887395847,1,8.4 %,41.1335289478302,False,,,5,d355bb1a,c34d31edd568409fada1c32545f90996,2022-11-14_05-47-08,1668404828,156.3466353416443,17645,a5d0e6df15a0,172.17.0.9,156.3466353416443,0,5,0.0035555362701416016
0.7088419198989868,0.8864248326191535,0.4691219137416879,1,10.5 %,41.2159526348114,False,,,6,d355bb1a,c34d31edd568409fada1c32545f90996,2022-11-14_05-47-49,1668404869,197.5625879764557,17645,a5d0e6df15a0,172.17.0.9,197.5625879764557,0,6,0.0035555362701416016
0.6547794938087463,0.867229143014321,0.5084761409317704,1,12.6 %,41.21142101287842,False,,,7,d355bb1a,c34d31edd568409fada1c32545f90996,2022-11-14_05-48-30,1668404910,238.7740089893341,17645,a5d0e6df15a0,172.17.0.9,238.7740089893341,0,7,0.0035555362701416016
0.5423551797866821,0.8639973700046539,0.4981977421551235,1,14.7 %,41.86759972572327,False,,,8,d355bb1a,c34d31edd568409fada1c32545f90996,2022-11-14_05-49-12,1668404952,280.6416087150574,17645,a5d0e6df15a0,172.17.0.9,280.6416087150574,0,8,0.0035555362701416016
0.6057609915733337,0.8585703338568027,0.49713604408493345,1,16.8 %,40.956849098205566,False,,,9,d355bb1a,c34d31edd568409fada1c32545f90996,2022-11-14_05-49-53,1668404993,321.59845781326294,17645,a5d0e6df15a0,172.17.0.9,321.59845781326294,0,9,0.0035555362701416016
0.795487642288208,0.8493303255392954,0.5422167913499158,1,18.8 %,41.03200316429138,False,,,10,d355bb1a,c34d31edd568409fada1c32545f90996,2022-11-14_05-50-34,1668405034,362.6304609775543,17645,a5d0e6df15a0,172.17.0.9,362.6304609775543,0,10,0.0035555362701416016
0.7750198245048523,0.8427888109133794,0.5380328972933981,1,20.9 %,41.43189573287964,False,,,11,d355bb1a,c34d31edd568409fada1c32545f90996,2022-11-14_05-51-16,1668405076,404.06235671043396,17645,a5d0e6df15a0,172.17.0.9,404.06235671043396,0,11,0.0035555362701416016
0.5709319710731506,0.8397687581869272,0.5559083036197581,1,23.0 %,41.11206293106079,False,,,12,d355bb1a,c34d31edd568409fada1c32545f90996,2022-11-14_05-51-57,1668405117,445.17441964149475,17645,a5d0e6df15a0,172.17.0.9,445.17441964149475,0,12,0.0035555362701416016
0.5604382157325745,0.8393891362043527,0.5482684623225282,1,25.1 %,41.12776017189026,False,,,13,d355bb1a,c34d31edd568409fada1c32545f90996,2022-11-14_05-52-38,1668405158,486.302179813385,17645,a5d0e6df15a0,172.17.0.9,486.302179813385,0,13,0.0035555362701416016
0.5901980400085449,0.8315137521578715,0.5646430726471909,1,27.2 %,40.82529044151306,False,,,14,d355bb1a,c34d31edd568409fada1c32545f90996,2022-11-14_05-53-19,1668405199,527.1274702548981,17645,a5d0e6df15a0,172.17.0.9,527.1274702548981,0,14,0.0035555362701416016
0.6430600881576538,0.8336431166300406,0.5655330268945834,1,29.3 %,41.12456178665161,False,,,15,d355bb1a,c34d31edd568409fada1c32545f90996,2022-11-14_05-54-00,1668405240,568.2520320415497,17645,a5d0e6df15a0,172.17.0.9,568.2520320415497,0,15,0.0035555362701416016
0.392304927110672,0.8312580940815119,0.573742994267515,1,31.4 %,41.51915001869202,False,,,16,d355bb1a,c34d31edd568409fada1c32545f90996,2022-11-14_05-54-41,1668405281,609.7711820602417,17645,a5d0e6df15a0,172.17.0.9,609.7711820602417,0,16,0.0035555362701416016
0.7011559009552002,0.8310552743765024,0.5848064802684947,1,33.5 %,41.92730903625488,False,,,17,d355bb1a,c34d31edd568409fada1c32545f90996,2022-11-14_05-55-23,1668405323,651.6984910964966,17645,a5d0e6df15a0,172.17.0.9,651.6984910964966,0,17,0.0035555362701416016
1.0687246322631836,0.8327035697606894,0.5764276397286686,1,35.6 %,41.76478028297424,False,,,18,d355bb1a,c34d31edd568409fada1c32545f90996,2022-11-14_05-56-05,1668405365,693.4632713794708,17645,a5d0e6df15a0,172.17.0.9,693.4632713794708,0,18,0.0035555362701416016
